,Loyalty Number,Country,Province,City,Postal Code,Education,Salary,Marital Status,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Gender_Female,Gender_Male,Loyalty Card_Aurora,Loyalty Card_Nova,Loyalty Card_Star
1947,760672,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,81085.0,Divorced,7159.81,Standard,2016,9,,,48420,156,34,53254,53254.0,689,124,False,True,True,False,False
1948,483212,Canada,Ontario,Toronto,P2T 6G3,College,,Single,7163.54,Standard,2016,6,2017.0,2.0,48420,156,0,0,0.0,0,0,True,False,True,False,False
1949,489108,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,7163.54,Standard,2012,11,,,48420,156,26,38494,38494.0,412,74,True,False,True,False,False
1950,475535,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,52233.0,Divorced,12904.94,2018 Promotion,2018,2,,,22198,77,32,56948,85422.0,414,75,False,True,True,False,False
1951,430323,Canada,Ontario,Kingston,M9K 2P4,Bachelor,85936.0,Married,7172.07,Standard,2014,2,,,48420,156,27,43145,43145.0,1752,314,False,True,True,False,False
1952,883055,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,86947.0,Single,7173.91,Standard,2014,5,,,48420,156,28,39623,39623.0,985,178,False,True,True,False,False
1953,762117,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,51716.0,Divorced,7176.59,Standard,2018,6,,,48420,156,34,56420,56420.0,1138,204,True,False,True,False,False
1954,309352,Canada,Ontario,Kingston,M9K 2P4,Bachelor,56904.0,Married,7180.27,Standard,2015,7,,,48420,156,46,56206,56206.0,2228,401,False,True,True,False,False
1955,631853,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,62862.0,Married,7180.97,Standard,2012,8,,,48420,156,64,96730,96730.0,1858,335,True,False,True,False,False
1956,470272,Canada,Nova Scotia,Halifax,B3C 2M8,College,,Married,7188.61,Standard,2016,11,,,48420,156,43,57982,57982.0,0,0,True,False,True,False,False
1957,140042,Canada,Ontario,Toronto,P2T 6G3,Bachelor,87401.0,Single,7189.11,Standard,2014,8,2014.0,8.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1958,486117,Canada,Ontario,Toronto,P1L 8X8,Bachelor,54507.0,Married,7193.1,Standard,2012,12,,,48420,156,31,48722,48722.0,479,86,True,False,True,False,False
1959,472702,Canada,Ontario,Ottawa,K1F 2R2,High School or Below,39896.0,Single,7198.42,Standard,2018,5,,,48420,156,11,19899,19899.0,0,0,False,True,True,False,False
1960,805598,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,90620.0,Married,13178.43,2018 Promotion,2018,4,,,22198,77,70,122432,183648.0,0,0,True,False,True,False,False
1961,328543,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,78247.0,Married,7199.65,Standard,2016,4,,,48420,156,33,49093,49093.0,932,168,False,True,True,False,False
1962,129372,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,7200.66,Standard,2018,12,,,48420,156,49,69003,69003.0,2905,523,True,False,True,False,False
1963,483627,Canada,British Columbia,Whistler,V6T 1Y8,College,,Married,7200.66,Standard,2014,4,,,48420,156,32,47886,47886.0,1452,262,True,False,True,False,False
1964,493061,Canada,Ontario,Ottawa,K1G 4Z0,College,,Married,7200.66,Standard,2014,11,,,48420,156,34,50207,50207.0,1007,181,False,True,True,False,False
1965,802425,Canada,British Columbia,Vancouver,V6E 3D9,College,,Married,7200.66,Standard,2016,7,,,48420,156,36,53554,53554.0,1428,258,True,False,True,False,False
1966,110065,Canada,British Columbia,Victoria,V10 6T5,Bachelor,82365.0,Single,13432.0,2018 Promotion,2018,3,,,22198,77,97,140924,211386.0,0,0,False,True,True,False,False
1967,268139,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,87440.0,Single,7212.14,Standard,2013,12,,,48420,156,36,48138,48138.0,2300,414,False,True,True,False,False
1968,933642,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,55551.0,Married,7218.02,Standard,2016,9,,,48420,156,28,46209,46209.0,1222,220,True,False,True,False,False
1969,399214,Canada,Ontario,Toronto,P5S 6R4,College,,Single,7218.09,Standard,2016,3,,,48420,156,48,58546,58546.0,1816,327,True,False,True,False,False
1970,634615,Canada,British Columbia,West Vancouver,V6V 8Z3,College,,Single,14274.55,2018 Promotion,2018,2,,,22198,77,69,96206,144309.0,432,78,False,True,True,False,False
1971,289921,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,65096.0,Single,7218.38,Standard,2015,6,,,48420,156,42,66665,66665.0,1573,283,True,False,True,False,False
1972,910492,Canada,Newfoundland,St. John's,A1C 6H9,College,,Married,7223.69,Standard,2017,7,2018.0,3.0,48420,156,6,7540,7540.0,434,78,False,True,True,False,False
1973,456140,Canada,Ontario,Toronto,P1L 8X8,College,,Married,7224.24,Standard,2014,6,,,48420,156,35,57128,57128.0,0,0,False,True,True,False,False
1974,760876,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,50878.0,Married,7228.01,Standard,2016,6,,,48420,156,40,57523,57523.0,415,75,True,False,True,False,False
1975,884611,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,70846.0,Married,7228.99,Standard,2018,11,,,48420,156,3,4548,4548.0,0,0,False,True,True,False,False
1976,155020,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,14455.86,2018 Promotion,2018,2,2018.0,10.0,22198,77,40,56632,84948.0,676,122,False,True,True,False,False
1977,498587,Canada,Ontario,Kingston,M9K 2P4,Bachelor,66021.0,Married,7232.61,Standard,2016,6,,,48420,156,53,69265,69265.0,1063,191,False,True,True,False,False
1978,512358,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,61026.0,Single,15512.56,2018 Promotion,2018,4,,,22198,77,56,91648,137472.0,819,147,True,False,True,False,False
1979,262526,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Married,7236.13,Standard,2014,3,,,48420,156,27,42711,42711.0,340,61,False,True,True,False,False
1980,155820,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,78202.0,Single,7247.21,Standard,2016,1,,,48420,156,45,58444,58444.0,736,133,True,False,True,False,False
1981,163260,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,7247.31,Standard,2015,11,,,48420,156,32,46181,46181.0,526,95,True,False,True,False,False
1982,213177,Canada,Ontario,Toronto,P1J 8T7,College,,Single,7247.31,Standard,2012,8,,,48420,156,51,74513,74513.0,1151,207,True,False,True,False,False
1983,482681,Canada,Saskatchewan,Regina,S6J 3G0,College,,Married,7247.5,Standard,2014,8,,,48420,156,46,58536,58536.0,2970,535,True,False,True,False,False
1984,869712,Canada,New Brunswick,Moncton,E1A 2A7,Bachelor,49133.0,Married,7247.74,Standard,2016,1,2016.0,9.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1985,327365,Canada,British Columbia,Vancouver,V6E 3D9,High School or Below,40432.0,Married,7255.71,Standard,2018,8,,,48420,156,5,10990,10990.0,0,0,False,True,True,False,False
1986,725182,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,96953.0,Married,7255.95,Standard,2013,12,,,48420,156,31,44983,44983.0,370,67,False,True,True,False,False
1987,865494,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,96953.0,Married,7255.95,Standard,2018,5,,,48420,156,10,13769,13769.0,469,84,True,False,True,False,False
1988,119633,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,53166.0,Married,7256.58,Standard,2014,3,,,48420,156,32,44471,44471.0,753,136,False,True,True,False,False
1989,979355,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,53166.0,Married,7256.58,Standard,2012,11,,,48420,156,42,68395,68395.0,725,131,False,True,True,False,False
1990,471204,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,96361.0,Married,7258.63,Standard,2015,1,,,48420,156,33,45007,45007.0,534,96,False,True,True,False,False
1991,278539,Canada,Ontario,Toronto,P5S 6R4,Bachelor,76521.0,Married,7258.99,Standard,2016,1,2018.0,7.0,48420,156,31,50280,50280.0,537,97,True,False,True,False,False
1992,903327,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,76521.0,Married,7258.99,Standard,2014,2,,,48420,156,35,46591,46591.0,547,98,False,True,True,False,False
1993,723015,Canada,Ontario,Ottawa,K1F 2R2,High School or Below,52471.0,Married,7259.33,Standard,2015,7,,,48420,156,46,62904,62904.0,0,0,True,False,True,False,False
1994,661118,Canada,Quebec,Tremblant,H5Y 2S9,College,,Single,7260.83,Standard,2015,3,,,48420,156,44,61036,61036.0,0,0,True,False,True,False,False
1995,661587,Canada,Ontario,Toronto,M8Y 4K8,High School or Below,43337.0,Married,7264.8,Standard,2017,8,,,48420,156,15,20234,20234.0,0,0,False,True,True,False,False
1996,902192,Canada,Ontario,Toronto,P2T 6G3,Bachelor,59844.0,Married,7268.1,Standard,2012,7,,,48420,156,24,36609,36609.0,526,95,True,False,True,False,False
1997,568880,Canada,Quebec,Montreal,H4G 3T4,Bachelor,46839.0,Married,7269.34,Standard,2018,5,,,48420,156,33,50018,50018.0,759,136,True,False,True,False,False
1998,994374,Canada,Ontario,Trenton,K8V 4B2,College,,Single,7276.34,Standard,2014,4,,,48420,156,49,74859,74859.0,904,163,False,True,True,False,False
1999,208234,Canada,Quebec,Montreal,H4G 3T4,College,,Divorced,7281.25,Standard,2014,7,,,48420,156,42,59724,59724.0,338,61,True,False,True,False,False
2000,874601,Canada,New Brunswick,Fredericton,E3B 2H2,College,,Divorced,7281.25,Standard,2018,6,,,48420,156,15,26323,26323.0,0,0,False,True,True,False,False
2001,588943,Canada,Ontario,Toronto,M2M 7K8,College,,Married,7281.44,Standard,2018,1,2018.0,9.0,48420,156,7,11543,11543.0,0,0,False,True,True,False,False
2002,950961,Canada,Alberta,Edmonton,T9G 1W3,College,,Married,7281.44,Standard,2018,12,,,48420,156,0,0,0.0,0,0,True,False,True,False,False
2003,368045,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,66652.0,Married,7281.72,Standard,2014,11,,,48420,156,35,45107,45107.0,340,61,True,False,True,False,False
2004,374421,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,66652.0,Married,7281.72,Standard,2018,9,,,48420,156,1,1744,1744.0,0,0,True,False,True,False,False
2005,990122,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,69142.0,Single,7282.22,Standard,2015,7,2016.0,2.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
2006,706425,Canada,Ontario,Toronto,P5S 6R4,High School or Below,39632.0,Married,7284.26,Standard,2015,5,2016.0,1.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
2007,586686,Canada,Quebec,Montreal,H4G 3T4,Bachelor,81505.0,Divorced,7284.36,Standard,2017,3,,,48420,156,35,56973,56973.0,584,105,False,True,True,False,False
2008,180024,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64546.0,Married,7284.45,Standard,2018,6,,,48420,156,9,10726,10726.0,0,0,False,True,True,False,False
2009,616875,Canada,British Columbia,Victoria,V10 6T5,Bachelor,64680.0,Married,7285.03,Standard,2012,11,,,48420,156,28,48045,48045.0,0,0,True,False,True,False,False
2010,642043,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,64680.0,Married,7285.03,Standard,2013,1,,,48420,156,33,40615,40615.0,1052,189,False,True,True,False,False
2011,736646,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64680.0,Married,7285.03,Standard,2016,2,,,48420,156,35,53022,53022.0,1120,201,True,False,True,False,False
2012,871627,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,64680.0,Married,7285.03,Standard,2017,11,2018.0,7.0,48420,156,16,25898,25898.0,0,0,True,False,True,False,False
2013,829505,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,80107.0,Married,7286.79,Standard,2017,1,,,48420,156,33,48621,48621.0,1218,220,True,False,True,False,False
2014,607538,Canada,Ontario,Toronto,P1W 1K4,Bachelor,75383.0,Married,7288.3,Standard,2017,11,,,48420,156,24,33066,33066.0,1062,191,True,False,True,False,False
2015,723112,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,75383.0,Married,7288.3,Standard,2014,4,,,48420,156,46,72582,72582.0,1765,318,True,False,True,False,False
2016,135134,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,74726.0,Married,15806.53,2018 Promotion,2018,3,,,22198,77,56,52282,78423.0,860,155,True,False,True,False,False
2017,157212,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,76452.0,Married,7289.3,Standard,2016,12,,,48420,156,47,59641,59641.0,1672,300,True,False,True,False,False
2018,999902,Canada,Ontario,Toronto,M1R 4K3,College,,Married,7290.07,Standard,2014,5,,,48420,156,50,83725,83725.0,876,158,False,True,True,False,False
2019,576911,Canada,Alberta,Edmonton,T9G 1W3,College,,Single,7292.95,Standard,2013,9,,,48420,156,50,68566,68566.0,2780,500,True,False,True,False,False
2020,717150,Canada,Ontario,Toronto,M2M 7K8,College,,Single,7292.95,Standard,2015,2,,,48420,156,41,63995,63995.0,496,89,False,True,True,False,False
2021,833397,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,92999.0,Married,7294.4,Standard,2013,10,,,48420,156,45,86216,86216.0,1403,252,True,False,True,False,False
2022,279380,Canada,Ontario,Toronto,P2T 6G3,College,,Single,7294.49,Standard,2017,10,,,48420,156,24,37296,37296.0,0,0,False,True,True,False,False
2023,593252,Canada,Quebec,Montreal,H4G 3T4,Bachelor,51553.0,Married,7295.43,Standard,2015,12,,,96840,312,48,61377,61377.0,1003,180,False,True,True,False,False
2024,187459,Canada,Quebec,Montreal,H2T 9K8,Bachelor,49960.0,Married,7297.69,Standard,2017,8,,,48420,156,23,39749,39749.0,0,0,False,True,True,False,False
2025,176688,Canada,Ontario,Toronto,P5S 6R4,Bachelor,86107.0,Divorced,7298.58,Standard,2013,5,,,48420,156,32,38573,38573.0,486,87,True,False,True,False,False
2026,274473,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,86107.0,Divorced,7298.58,Standard,2014,6,,,48420,156,45,62127,62127.0,1373,247,False,True,True,False,False
2027,760111,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,54219.0,Married,7302.78,Standard,2017,11,,,48420,156,20,24653,24653.0,1739,314,False,True,True,False,False
2028,886803,Canada,British Columbia,Whistler,V6T 1Y8,College,,Divorced,7304.16,Standard,2018,9,,,96840,312,5,5293,5293.0,519,93,True,False,True,False,False
2029,441631,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,15950.02,2018 Promotion,2018,4,,,22198,77,53,77833,116749.5,0,0,False,True,True,False,False
2030,312490,Canada,Quebec,Montreal,H3T 8L4,Bachelor,74185.0,Married,7319.58,Standard,2014,12,,,48420,156,37,62782,62782.0,529,95,False,True,True,False,False
2031,551248,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,104878.0,Single,7320.99,Standard,2014,3,,,48420,156,32,42303,42303.0,2672,481,False,True,True,False,False
2032,636413,Canada,Ontario,Toronto,P1J 8T7,Bachelor,91079.0,Married,7322.93,Standard,2016,4,,,48420,156,47,68571,68571.0,1111,200,False,True,True,False,False
2033,706962,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,91079.0,Married,7322.93,Standard,2015,7,,,48420,156,39,70738,70738.0,1991,358,False,True,True,False,False
2034,618871,Canada,Quebec,Tremblant,H5Y 2S9,College,,Single,7324.29,Standard,2018,1,2018.0,9.0,48420,156,15,18778,18778.0,1358,245,True,False,True,False,False
2035,325778,Canada,Ontario,Toronto,P1J 8T7,Bachelor,70631.0,Divorced,7325.89,Standard,2014,10,,,48420,156,47,71678,71678.0,1381,249,False,True,True,False,False
2036,236395,Canada,Saskatchewan,Regina,S1J 3C5,Bachelor,77523.0,Married,7326.54,Standard,2013,8,,,48420,156,46,66223,66223.0,0,0,False,True,True,False,False
2037,908246,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,77523.0,Married,7326.54,Standard,2013,3,,,48420,156,34,49172,49172.0,413,74,True,False,True,False,False
2038,980575,Canada,Quebec,Montreal,H2Y 2W2,College,,Single,7329.89,Standard,2014,9,,,48420,156,34,41020,41020.0,1826,329,False,True,True,False,False
2039,706125,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,51595.0,Married,7330.19,Standard,2016,6,,,48420,156,36,57745,57745.0,2547,459,True,False,True,False,False
2040,906158,Canada,British Columbia,Vancouver,V5R 1W3,College,,Married,7331.51,Standard,2012,12,,,48420,156,46,64499,64499.0,501,90,False,True,True,False,False
2041,977303,Canada,Ontario,Toronto,P1L 8X8,College,,Married,7331.51,Standard,2016,9,,,48420,156,37,64597,64597.0,505,91,True,False,True,False,False
2042,593190,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,96269.0,Divorced,7334.33,Standard,2013,2,,,48420,156,42,59208,59208.0,479,86,False,True,True,False,False
2043,369188,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,54568.0,Divorced,7334.92,Standard,2012,6,,,48420,156,0,0,0.0,0,0,True,False,True,False,False
2044,323776,Canada,Yukon,Whitehorse,Y2K 6R0,Bachelor,68615.0,Divorced,7340.5,Standard,2018,6,,,48420,156,10,19379,19379.0,0,0,False,True,True,False,False
2045,279777,Canada,Quebec,Montreal,H3T 8L4,Bachelor,96337.0,Single,7341.74,Standard,2012,11,,,48420,156,40,56846,56846.0,1712,308,False,True,True,False,False
2046,224691,Canada,Ontario,Toronto,P1J 8T7,College,,Single,7343.35,Standard,2016,5,,,48420,156,30,47456,47456.0,0,0,True,False,True,False,False
2047,961264,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,93285.0,Married,19688.32,2018 Promotion,2018,3,,,22198,77,0,0,0.0,0,0,True,False,True,False,False
2048,359029,Canada,Ontario,Ottawa,K1F 2R2,College,,Single,7343.53,Standard,2018,1,,,48420,156,15,23213,23213.0,0,0,True,False,True,False,False
2049,989262,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,53487.0,Married,7347.41,Standard,2017,8,,,48420,156,23,27026,27026.0,479,86,True,False,True,False,False
2050,482922,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,50149.0,Married,21205.38,2018 Promotion,2018,2,,,22198,77,68,89920,134880.0,0,0,False,True,True,False,False
2051,745354,Canada,British Columbia,Victoria,V10 6T5,College,,Single,22062.55,2018 Promotion,2018,4,,,22198,77,71,66721,100081.5,0,0,True,False,True,False,False
2052,797704,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,84332.0,Married,38410.6,2018 Promotion,2018,4,,,22198,77,64,112728,169092.0,0,0,True,False,True,False,False
2053,823319,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,56119.0,Married,7356.38,Standard,2017,5,,,48420,156,19,27152,27152.0,0,0,True,False,True,False,False
2054,664008,Canada,Saskatchewan,Regina,S1J 3C5,Bachelor,91285.0,Married,7356.56,Standard,2017,11,,,48420,156,19,21022,21022.0,579,104,False,True,True,False,False
2055,893266,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,50433.0,Married,7367.65,Standard,2016,3,,,48420,156,39,53180,53180.0,436,78,True,False,True,False,False
2056,606875,Canada,British Columbia,Whistler,V6T 1Y8,College,,Divorced,7371.59,Standard,2014,8,,,48420,156,54,79563,79563.0,2950,531,False,True,True,False,False
2057,797216,Canada,British Columbia,Vancouver,V6E 3D9,College,,Married,7374.08,Standard,2014,7,,,48420,156,48,62483,62483.0,632,114,True,False,True,False,False
2058,464117,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,56307.0,Single,7375.57,Standard,2018,9,,,48420,156,10,15766,15766.0,460,83,False,True,True,False,False
2059,723438,Canada,Ontario,Toronto,M2M 6J7,Bachelor,56307.0,Single,7375.57,Standard,2018,11,,,48420,156,1,2440,2440.0,0,0,True,False,True,False,False
2060,917191,Canada,British Columbia,Whistler,V6T 1Y8,College,,Married,7377.23,Standard,2014,7,,,48420,156,43,69188,69188.0,1595,287,False,True,True,False,False
2061,294184,Canada,Ontario,Kingston,M9K 2P4,Bachelor,76971.0,Married,7379.46,Standard,2013,1,2015.0,11.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
2062,349577,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,78966.0,Married,7381.62,Standard,2016,3,,,48420,156,40,60166,60166.0,2437,439,False,True,True,False,False
2063,938031,Canada,Ontario,Toronto,P5S 6R4,Bachelor,72064.0,Married,7381.91,Standard,2013,1,,,48420,156,33,55344,55344.0,0,0,True,False,True,False,False
2064,508456,Canada,British Columbia,Victoria,V10 6T5,Bachelor,85179.0,Married,2759.98,2018 Promotion,2018,2,,,22198,77,37,45038,67557.0,0,0,True,False,False,True,False
2065,906946,Canada,Ontario,Toronto,M1R 4K3,Bachelor,52990.0,Married,7388.18,Standard,2012,10,,,48420,156,27,28657,28657.0,0,0,True,False,True,False,False
2066,284782,Canada,Alberta,Edmonton,T9G 1W3,Bachelor,83960.0,Married,7396.28,Standard,2014,8,,,48420,156,35,51739,51739.0,0,0,True,False,True,False,False
2067,962455,Canada,Ontario,Toronto,M2M 7K8,Bachelor,83960.0,Married,7396.28,Standard,2013,10,,,48420,156,50,76314,76314.0,957,173,True,False,True,False,False
2068,929455,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,61941.0,Single,7396.72,Standard,2018,11,,,48420,156,5,11415,11415.0,431,78,False,True,True,False,False
2069,182205,Canada,Ontario,Toronto,P1J 8T7,College,,Married,7399.03,Standard,2017,11,,,48420,156,11,18382,18382.0,536,96,True,False,True,False,False
2070,530770,Canada,British Columbia,Vancouver,V1E 4R6,College,,Married,7399.03,Standard,2013,3,,,48420,156,40,61275,61275.0,2039,367,False,True,True,False,False
2071,141047,Canada,Quebec,Quebec City,G1B 3L5,High School or Below,58210.0,Married,7403.45,Standard,2015,3,,,48420,156,35,53303,53303.0,901,162,True,False,True,False,False
